name	alternative-name	funding-programme	area	region	discipline	funded-2012-15	funding-2012-13	funding-2013-14	funding-2014-15	funding-total	grant-2015-16	grant-2016-17	grant-2107-18	grant-total	funding-source	cash-change-2014-15--2015-16	cash-change-2012-15--2015-18	real-change-2014-15--2015-16	real-change-2012-15--2015-18	notes	local-authority-name	website
Penned in the Margins	n/a	NPO	London	London	Literature	No	0	0	0	0	45e3	45e3	45e3	135e3	GIA	NEW	NEW	NEW	NEW	New organisation to the NPO portfolio	Tower Hamlets	www.pennedinthemargins.co.uk
Pentabus Arts Limited	Pentabus Theatre	NPO	Midlands	West Midlands	Theatre	Yes	186252.4	186574.566024	187331.721316404	560158.6873404039	187332	187332	187332	561996	LOT	1.4876476554064862E-6	3.2799860131055556E-3	-1.3805239006256947E-2	-4.4716705201749286E-2		Shropshire	http://www.pentabus.co.uk
Penzance Town Council (Penlee House Gallery and Museum)	n/a	MPM	South West	South West	n/a (MPM)	No	0	0	0	0	5e5	5e5	5e5	15e5	GIA	NEW	NEW	NEW	NEW	New organisation to the MPM portfolio	Cornwall	www.penleehouse.org.uk
People Express	n/a	NPO	Midlands	East Midlands	Combined arts	Yes	54e3	54093.463578	54312.6876094488	162406.1511874488	54313	54313	54313	162939	GIA	5.7517048952340767E-6	3.2809644748996959E-3	-1.3801033821602353E-2	-4.4715802663808993E-2		South Derbyshire	www.people-express.org.uk
People United	n/a	NPO	South East	South East	Combined arts	Yes	85e3	83232.765	81452.74086600001	249685.50586600002	81453	81453	81453	244359	GIA	3.1814030717386864E-6	-2.1332859700949659E-2	-1.380356863602405E-2	-6.8466040227906477E-2		Canterbury	www.peopleunited.org.uk
People's Palace Projects	PPP	NPO	London	London	Combined arts	Yes	13e4	131116.0851	132145.09371083998	393261.17881084	132145	132145	132145	396435	GIA	-7.0915111071979232E-7	8.0705174071774126E-3	-1.3807405474468239E-2	-4.0084483717247356E-2		Tower Hamlets	www.peoplespalace.org
Perfect Pitch Musicals Ltd	n/a	NPO	London	London	Theatre	Yes	106475	106659.361116	107092.1471555376	320226.5082715376	107092	107092	107092	321276	GIA	-1.3741020374816E-6	3.2773418232211861E-3	-1.3808061244612991E-2	-4.4719214684618737E-2		Westminster	www.perfectpitchmusicals.com
Performances Birmingham Limited	Town Hall Symphony Hall (THSH)	NPO	Midlands	West Midlands	Music	Yes	8e4	80138.46456000001	80463.8087651328	240602.2733251328	80464	80464	80464	241392	GIA	2.3766569112221718E-6	3.282290993984215E-3	-1.3804362271290794E-2	-4.471449283209885E-2		Birmingham	www.thsh.co.uk
Peshkar Productions	n/a	NPO	North	North West	Combined arts	Yes	75357	75487.22181	75794.171044662	226638.39285466203	75794	75794	75794	227382	GIA	-2.2566994221412882E-6	3.2810290258933669E-3	-1.380893165623478E-2	-4.4715670051074186E-2		Oldham	www.peshkar.co.uk
Philharmonia Orchestra	n/a	NPO	London	London	Music	Yes	2030404	2033890.533675	2042222.4079614757	6106516.941636476	2042222	2042222	2042222	6126666	GIA	-1.9976349004519534E-7	3.2995991915031929E-3	-1.3806903119812551E-2	-4.4697861170824436E-2		Lambeth	www.philharmonia.co.uk
Phoenix Dance Theatre	n/a	NPO	North	Yorkshire	Dance	Yes	425222.4	426375.016452	428510.41221801116	1280107.8286700111	428510	428510	428510	1285530	GIA	-9.6197898442024784E-7	4.2357145300972949E-3	-1.3807654811621628E-2	-4.3793875294486716E-2		Leeds	www.phoenixdancetheatre.co.uk
Photoworks	n/a	NPO	South East	South East	Visual arts	Yes	28e4	274178.52	268314.911088	822493.4310880001	268315	268315	268315	804945	GIA	3.3137181845763958E-7	-2.1335648924012539E-2	-1.3806379317733155E-2	-6.8468695120358997E-2		Brighton and Hove	www.photoworks.org.uk
Pilot Theatre Company	Pilot	NPO	North	Yorkshire	Theatre	Yes	327500	328387.53024000005	329719.7367580284	985607.2669980284	329720	329720	329720	989160	LOT	7.9838099532179209E-7	3.6046132378797936E-3	-1.3805918756414959E-2	-4.4401077306261902E-2		York	www.pilot-theatre.com
Pioneer Theatres Ltd	Theatre Royal Stratford East	NPO	London	London	Theatre	Yes	95e4	951644.26665	955505.8125508728	2857150.079200873	1105506	1105506	1105506	3316518	GIA	0.15698511247009386	0.16077836587695427	0.14101095904348512	0.10524699227676113		Newham	www.stratfordeast.com
Plymouth Arts Centre	n/a	NPO	South West	South West	Visual arts	Yes	267011	267472.896768	268558.3110430584	803042.2078110584	195e3	195e3	195e3	585e3	GIA	-0.27390070617201895	-0.27152023354463561	-0.28392574573177409	-0.30637054344206227		Plymouth	www.plymouthartscentre.org
Poems On The Underground	n/a	NPO	London	London	Literature	Yes	55e3	53856.495	52704.714678000004	161561.209678	52705	52705	52705	158115	GIA	5.4135953821069588E-6	-2.1330675134634675E-2	-1.3801367262936662E-2	-6.8463960871579813E-2		Camden	0
Poet In The City	n/a	NPO	London	London	Literature	Yes	7e4	68544.63	67078.727772	205623.35777200002	67079	67079	67079	201237	GIA	4.0583357652061193E-6	-2.1332001478468771E-2	-1.3802703810882409E-2	-6.8465223337920794E-2		Islington	www.poetinthecity.co.uk
Poetry Can	Poetry Can	NPO	South West	South West	Literature	Yes	43515	43590.467844	43766.9533361508	130872.42118015079	43600	43600	43600	130800	GIA	-3.8145980797091353E-3	-5.5337235681688279E-4	-1.7568637159476392E-2	-4.8366708496004579E-2		Bristol, City of	www.poetrycan.co.uk
Poetry London	n/a	NPO	London	London	Literature	Yes	45e3	48960.45	47913.37698	141873.82698	47913	47913	47913	143739	GIA	-7.8679488644324043E-6	1.3146702670274211E-2	-1.381446543280529E-2	-3.4942913681844767E-2		Lewisham	www.poetrylondon.co.uk
Polka Theatre	n/a	NPO	London	London	Theatre	Yes	566933	567913.802148	570219.0159740592	1705065.818122059	570219	570219	570219	1710657	GIA	-2.8013901304251307E-8	3.2791589735221833E-3	-1.3806733741520177E-2	-4.4717484828538476E-2		Merton	www.polkatheatre.com
Poole Arts Trust Limited	Lighthouse, Poole's Centre for the Arts	NPO	South West	South West	Combined arts	Yes	340241.2	340830.339003	342212.6706717936	1023284.2096747935	342213	342213	342213	1026639	GIA	9.6234954065113414E-7	3.2784541122477069E-3	-1.3805757051735123E-2	-4.4718167709653679E-2		Poole	www.lighthousepoole.co.uk
Pop Up Projects CIC	n/a	NPO	London	London	Literature	No	0	0	0	0	85203	85203	85203	255609	GIA	NEW	NEW	NEW	NEW	New organisation to the NPO portfolio	Islington	www.pop-up.org.uk
PREMA	n/a	NPO	South West	South West	Combined arts	Yes	68859	68978.41958700001	69257.8281570504	207095.2477440504	69258	69258	69258	207774	GIA	2.4812061563092911E-6	3.2774883216464294E-3	-1.3804259165526224E-2	-4.4719102813802071E-2		Stroud	www.prema.org.uk
Prism Arts	n/a	NPO	North	North West	Combined arts	Yes	50321	50407.720902	50612.816639053206	151341.5375410532	50613	50613	50613	151839	GIA	3.6228164913568491E-6	3.287018666715063E-3	-1.3803133317069696E-2	-4.4709981920476746E-2		Carlisle	www.prismarts.org.uk
Project Art Works	n/a	NPO	South East	South East	Visual arts	Yes	4e4	68544.63	67078.727772	175623.35777200002	93e3	93e3	93e3	279e3	GIA	0.38643058819043463	0.5886269545205195	0.36728854851127674	0.51748422868361699		Hastings	http://www.projectartworks.org
Project Phakama UK	Phakama	NPO	London	London	Theatre	Yes	82622	82764.703098	83100.961034112	248487.664132112	83101	83101	83101	249303	GIA	4.6889816334690163E-7	3.2811925321754331E-3	-1.3806243690174407E-2	-4.4715542865049182E-2		Tower Hamlets	www.projectphakama.org
Protein Dance	Luca Silvestrini's Protein	NPO	London	London	Dance	Yes	189586.4	204715.391958	203762.1765503856	598063.9685083856	203762	203762	203762	611286	LOT	-8.6645317884482258E-7	2.2108055639250609E-2	-1.3807560604712837E-2	-2.6343346083161516E-2		Greenwich	www.proteindance.co.uk
Psappha Contemporary Music Ensemble	n/a	NPO	North	North West	Music	Yes	6e4	60103.848419999995	61329.1225344	181432.9709544	82e3	82e3	82e3	246e3	GIA	0.3370483158960173	0.35587263277427011	0.31858808273768963	0.29115287764238174		Manchester	www.psappha.com
Punch Records DJ Workshops Ltd	Punch Records	NPO	Midlands	West Midlands	Music	Yes	25e4	250432.70175	251449.40239104	751882.10414104	251449	251449	251449	754347	GIA	-1.6002863246953593E-6	3.2783010067461609E-3	-1.3808284306040223E-2	-4.4718291939305765E-2		Birmingham	www.punch-records.co.uk
Punchdrunk	n/a	NPO	London	London	Theatre	Yes	225e3	225389.431575	226304.462151936	676693.893726936	226304	226304	226304	678912	GIA	-2.0421689064318227E-6	3.2778576748308972E-3	-1.3808720087678845E-2	-4.4718714062328649E-2		Hackney	www.punchdrunk.com
Quarantine	n/a	NPO	North	North West	Theatre	Yes	16e4	160276.92912000002	160927.6175302656	481204.5466502656	160928	160928	160928	482784	GIA	2.3766569112221718E-6	3.282290993984215E-3	-1.3804362271290794E-2	-4.471449283209885E-2		Salford	www.qtine.com
Queens Hall Arts	n/a	NPO	North	North East	Combined arts	Yes	116941	118147.441104	184722.35880607323	419810.7999100732	118147	118147	118147	354441	GIA	-0.36040769096049674	-0.15571252555693171	-0.36923835400443455	-0.19342812865436834		Northumberland	www.queenshall.co.uk
Rambert Dance Company	Rambert	NPO	London	London	Dance	Yes	2224110	2227959.965385	2236999.8680605716	6689069.833445571	2237e3	2237e3	2237e3	6711e3	LOT	5.8980525782143303E-8	3.2785076401470764E-3	-1.3806647948199432E-2	-4.4718108965662869E-2		Lambeth	www.rambert.org.uk
Raw Material Music and Media Education Limited	n/a	NPO	London	London	Music	Yes	116530	116731.50489	117234.450794664	350495.95568466396	117234	117234	117234	351702	GIA	-3.8452405494939266E-6	3.440964997670614E-3	-1.3810498264841937E-2	-4.4561778056883473E-2		Lambeth	www.raw-material.org
Re:Bourne Ltd	New Adventures and Re:Bourne (this is how we would like the organisation to be publically referenced)	NPO	South East	South East	Dance	No	0	0	0	0	1294e3	1294e3	1294e3	3882e3	LOT	NEW	NEW	NEW	NEW	New organisation to the NPO portfolio	Brighton and Hove	www.new-adventures.net
Real Ideas Organisation CIC	RIO CIC	NPO (Bridge)	South West	South West	Combined arts	Yes	88e4	902704	887695.926646158	2670399.926646158	875680	875680	875680	2627040	LOT	-1.3536084018720093E-2	-1.6237240801835716E-2	-2.7155901399132282E-2	-6.3279994323377914E-2		Plymouth	http://realideas.org/
Red Earth Theatre Limited	n/a	NPO	Midlands	East Midlands	Theatre	Yes	1e5	100173.0807	100579.76095641601	300752.841656416	100580	100580	100580	301740	LOT	2.3766569110774909E-6	3.2822909939841179E-3	-1.3804362271290831E-2	-4.4714492832098711E-2		Derbyshire Dales	www.redearththeatre.com
Redbridge Drama Centre	n/a	NPO	London	London	Theatre	Yes	69420	51947.03745	59077.19381634	180444.23126634	65e3	65e3	65e3	195e3	GIA	0.1002553743847906	8.0666301335925381E-2	8.506447177987228E-2	2.7679809616329563E-2		Redbridge	www.redbridgedramacentre.co.uk
Redeye, the Photography Network	Redeye	NPO	North	North West	Visual arts	Yes	86600	86750.083728	87921.0467583	261271.13048629998	87921	87921	87921	263763	GIA	-5.3182146622522254E-7	9.5374850985715069E-3	-1.3807230593161858E-2	-3.8696034435707377E-2		Manchester	www.redeye.org.uk
Rent-a-Role Drama Service t/a Barbican Theatre	Rent-a-Role Drama Service	NPO	South West	South West	Combined arts	Yes	119126.2	119332.283994	119816.0235463464	358274.5075403464	119817	119817	119817	359451	GIA	8.1496082468238449E-6	3.283773851872777E-3	-1.3798669025397588E-2	-4.4713126521714344E-2		Plymouth	www.barbicantheatre.co.uk
Resonance fm	n/a	NPO	London	London	Visual arts	Yes	16e4	160276.92912000002	160927.6175302656	481204.5466502656	160277	160277	160277	480831	GIA	-4.0429202908147744E-3	-7.7627414966439652E-4	-1.7793806992914024E-2	-4.8578897194088644E-2		Southwark	resonancefm.com
Rich Mix	Rich Mix Cultural Foundation	NPO	London	London	Combined arts	Yes	3e5	300519.2421	301738.3246017084	902257.5667017084	301738	301738	301738	905214	GIA	-1.0757722235515208E-6	3.2767065718264602E-3	-1.3807767033750987E-2	-4.4719831144566735E-2		Tower Hamlets	www.richmix.org.uk
Rifco Arts	Rifco	NPO	South East	East	Theatre	Yes	23e4	225218.07	220401.53410800002	675619.604108	295404	295404	295404	886212	GIA	0.34029920070904612	0.31170261284830336	0.32179408353949307	0.24853024963789852		Watford	http://www.rifcoarts.com
RJC Productions Ltd	RJC Dance	NPO	North	Yorkshire	Dance	Yes	74647	74848.777542	75224.00185860001	224719.7794006	75224	75224	75224	225672	GIA	-2.4707539640465041E-8	4.2373688775410642E-3	-1.3806730480808398E-2	-4.3792318339440334E-2		Leeds	www.rjcdance.org.uk
Rosehill Theatre	n/a	NPO	North	North West	Combined arts	Yes	65e3	63648.585	62287.390073999995	190935.975074	62287	62287	62287	186861	GIA	-6.2624874718934552E-6	-2.1342102096897516E-2	-1.3812882137546048E-2	-6.8474837504672439E-2		Copeland	www.rosehilltheatre.co.uk
Roses Theatre Trust	n/a	NPO	South West	South West	Combined arts	Yes	85e3	85147.11859499999	85492.79681295359	255639.9154079536	85493	85493	85493	256479	GIA	2.3766569113072778E-6	3.2822909939841292E-3	-1.3804362271290586E-2	-4.4714492832098642E-2		Tewkesbury	www.rosestheatre.org
Rotherham Open Arts Renaissance	ROAR	NPO	North	Yorkshire	Combined arts	Yes	7e4	68544.63	67078.727772	205623.35777200002	67079	67079	67079	201237	GIA	4.0583357652061193E-6	-2.1332001478468771E-2	-1.3802703810882409E-2	-6.8465223337920794E-2		Rotherham	www.rotherhamroar.org
Royal Exchange Theatre	n/a	NPO	North	North West	Theatre	Yes	2318609	2322622.057833	2332046.592243337	6973277.650076337	2332e3	2332e3	2332e3	6996e3	GIA	-1.9979121983258716E-5	3.2584892017621151E-3	-1.3826409390516034E-2	-4.4737169586251145E-2		Manchester	www.royalexchange.co.uk
Royal Liverpool Philharmonic Society	n/a	NPO	North	North West	Music	Yes	2071667	2077868.768283	2081645.5345406195	6231181.30282362	2231646	2231646	2231646	6694938	GIA	7.2058601222173418E-2	7.4425165091285619E-2	5.7257003177685811E-2	2.3018079547630764E-2		Liverpool	www.liverpoolphil.com
Royal National Theatre	National Theatre; NT	NPO	London	London	Theatre	Yes	17462920	17493145.087502997	17586626.10239487	52542691.18989787	17217e3	17217e3	17217e3	51651e3	GIA	-2.101745384491556E-2	-1.6970794028710004E-2	-3.4533978150804369E-2	-6.3990373715351434E-2		Lambeth	www.nationaltheatre.org.uk
Royal Opera House	n/a	NPO	London	London	Music	Yes	25208100	24684071	25327084	75219255	24772e3	24772e3	24772e3	74316e3	GIA	-2.1916617009680232E-2	-1.2008294950541587E-2	-2.7156450505073152E-2	-5.622654355449417E-2		Westminster	www.roh.org.uk
Royal Opera House	n/a	NPO (Bridge)	South East	South East	Music	Yes	73e4	733139	736815	2199954	726841	726841	726841	2180523	LOT	-1.3536640812144162E-2	-8.8324574059275782E-3	-2.7156450505073152E-2	-5.622654355449417E-2		Thurrock	www.roh.org.uk
Royal Philharmonic Orchestra Ltd	n/a	NPO	London	London	Music	Yes	940917	945501.6885929999	946393.6465168163	2832812.3351098164	946394	946394	946394	2839182	LOT	3.7350544877353084E-7	2.2485304837309939E-3	-1.3806337765829504E-2	-4.5698467571518256E-2		Islington	www.rpo.co.uk
Royal Shakespeare Company	RSC	NPO	Midlands	West Midlands	Theatre	Yes	15675270	15702400.661409	15779578.839199409	47157249.50060841	15447e3	15447e3	15447e3	46341e3	GIA	-2.1076534588693914E-2	-1.7309099009217576E-2	-3.4592243184116404E-2	-6.4315267697732659E-2		Stratford-on-Avon	www.rsc.org.uk
Rural Arts North Yorkshire	RANY	NPO	North	Yorkshire	Combined arts	Yes	75e3	75203.2512	75508.6073178612	225711.8585178612	75509	75509	75509	226527	LOT	5.2004950528127729E-6	3.6114251483791585E-3	-1.3801577421052522E-2	-4.4394567467700832E-2		Hambleton	www.ruralarts.org
Sadler's Wells Trust Ltd	Sadler's Wells Trust Ltd (Catering)	NPO	London	London	Dance	Yes	2442e3	2446226	2456153	7344379	2456153	2456153	2456153	7368459	GIA	0	3.2786978994411918E-3	-1.3806706114398364E-2	-4.4717926899635926E-2		Islington	www.sadlerswells.com
Salisbury Arts Theatre Ltd	Salisbury Playhouse	NPO	South West	South West	Theatre	Yes	839424	840877.1237789999	844289.2819048967	2524590.4056838965	844289	844289	844289	2532867	GIA	-3.3389609789337404E-7	3.2783909411481012E-3	-1.3807035400490929E-2	-4.4718217050493621E-2		Wiltshire	www.salisburyplayhouse.com
Salisbury Festival Ltd	n/a	NPO	South West	South West	Combined arts	Yes	173401	173700.905301	174405.6504747396	521507.5557757396	174406	174406	174406	523218	GIA	2.004093671497224E-6	3.2798071769374881E-3	-1.380472969065937E-2	-4.4716883007842337E-2		Wiltshire	www.salisburyfestival.co.uk
SAMPAD (South Asian Arts Development)	n/a	NPO	Midlands	West Midlands	Combined arts	Yes	242500	242920.210302	243905.92031930882	729326.1306213088	243906	243906	243906	731718	GIA	3.2668617095408727E-7	3.2795607866861563E-3	-1.3806383938687319E-2	-4.4717092310942022E-2		Birmingham	www.sampad.org.uk
Seachange Arts	n/a	NPO	South East	East	Combined arts	No	0	0	0	0	3e5	3e5	3e5	9e5	GIA	NEW	NEW	NEW	NEW	New organisation to the NPO portfolio	Great Yarmouth	www.seachangearts.org.uk
Serious Events Ltd	n/a	NPO	London	London	Music	Yes	449302	450078.72871500003	452777.57939084165	1352158.3081058417	452778	452778	452778	1358334	GIA	9.2895314938791875E-7	4.5672846567865379E-3	-1.3805789987032226E-2	-4.3478195309819674E-2		Islington	www.serious.org.uk
Serpentine Gallery	The Serpentine Trust	NPO	London	London	Visual arts	Yes	1185734	1188900.732096	1193725.3732901951	3568360.1053861952	1193725	1193725	1193725	3581175	GIA	-3.1271027950166956E-7	3.5912559930432906E-3	-1.3807014507179055E-2	-4.4414049500690472E-2		Westminster	www.serpentinegallery.org
Seven Stories	The National Centre for Children's Books	NPO	North	North East	Literature	Yes	45e4	450778.86315	452607.96603633236	1353386.8291863324	452608	452608	452608	1357824	GIA	7.5039924581321191E-8	3.2785680471970106E-3	-1.3806632110527999E-2	-4.4718051705843642E-2		Newcastle upon Tyne	www.sevenstories.org.uk
Shademakers Carnival Club UK	n/a	NPO	South West	South West	Combined arts	Yes	5e4	50086.54035	50289.880478208004	150376.420828208	50290	50290	50290	150870	GIA	2.3766569110774909E-6	3.2822909939841179E-3	-1.3804362271290831E-2	-4.4714492832098711E-2		Isle of Wight	www.shademakers.de / www.shademakersuk.org
Shape London	Shape	NPO	London	London	Visual arts	Yes	284900	285392.421468	286550.74236658803	856843.1638345879	286551	286551	286551	859653	GIA	8.9908478281380571E-7	3.2792887706979833E-3	-1.3805819443014976E-2	-4.4717374617855375E-2		Camden	www.shapearts.org.uk
Sheffield Theatres	Sheffield Theatres Trust Limited	NPO	North	Yorkshire	Theatre	Yes	1271247.4	1274692.170213	1279865.0006923787	3825804.5709053786	1279865	1279865	1279865	3839595	GIA	-5.4097793846012766E-10	3.6045827326088259E-3	-1.3806706647907199E-2	-4.4401099571117666E-2		Sheffield	www.sheffieldtheatres.co.uk
Shobana Jeyasingh Dance Company	n/a	NPO	London	London	Dance	Yes	29e4	274178.52	258732.235692	822910.755692	258732	258732	258732	776196	GIA	-9.1094949710108302E-7	-5.6767705816066022E-2	-1.3807604486683538E-2	-0.10264030738258458		Islington	www.shobanajeyasingh.co.uk
Showroom Gallery Ltd	n/a	NPO	London	London	Visual arts	Yes	127157	127377.465138	127894.2189051744	382428.6840431744	127894	127894	127894	383682	GIA	-1.7116111758620606E-6	3.2772540583910015E-3	-1.3808394093861889E-2	-4.471928799418514E-2		Westminster	www.theshowroom.org
Siobhan Davies Dance Company	n/a	NPO	London	London	Dance	Yes	578663	579665.289357	582018.1641891539	1740346.4535461538	582018	582018	582018	1746054	GIA	-2.8210314391425998E-7	3.279546116933429E-3	-1.380698432262714E-2	-4.4717102882441989E-2		Southwark	www.siobhandavies.com
Site Gallery	n/a	NPO	North	Yorkshire	Visual arts	Yes	192800	193322.295243	194106.67282137598	580228.968064376	194107	194107	194107	582321	GIA	1.6855609303196662E-6	3.6055282496544601E-3	-1.3805043825512514E-2	-4.4400209236698178E-2		Sheffield	www.sitegallery.org
